SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
105073,0,Cash loans,F,N,Y,0,90000,1082214,31770,945000,Family,Working,Secondary / secondary special,Married,House / apartment,0.006207,-12417,-748,-2668,-2679,,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,14,0,0,0,1,1,0,Business Entity Type 3,0.354603262,0.676169473,0.551381262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,-510,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105075,0,Cash loans,F,N,N,0,112500,719946,34767,643500,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.025164,-9431,-143,-8311,-2122,,1,1,0,1,0,0,Core staff,1,2,2,THURSDAY,11,0,0,0,0,0,0,School,0.343076692,0.500056552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
105076,0,Cash loans,F,Y,N,0,315000,1762110,48586.5,1575000,,State servant,Higher education,Married,House / apartment,0.007114,-16203,-4981,-3922,-4400,6,1,1,0,1,0,0,Core staff,2,2,2,THURSDAY,14,0,0,0,0,0,0,Other,0.812394773,0.739016048,0.701695774,0.0866,0.1011,0.9806,0.7348,0.0157,0,0.2069,0.1667,0.2083,,0.0698,0.085,0.0039,0.0069,0.0882,0.1049,0.9806,0.7452,0.0159,0,0.2069,0.1667,0.2083,,0.0762,0.0886,0.0039,0.0073,0.0874,0.1011,0.9806,0.7383,0.0158,0,0.2069,0.1667,0.2083,,0.071,0.0866,0.0039,0.007,reg oper account,block of flats,0.0684,Panel,No,4,0,4,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105077,0,Cash loans,F,N,N,0,135000,1350000,42520.5,1350000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-14924,-2257,-9036,-1942,,1,1,1,1,0,0,HR staff,2,2,2,TUESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.336787483,0.683347757,0.29109738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
105078,0,Revolving loans,F,Y,Y,0,157500,270000,13500,270000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.031329,-8421,-1622,-8394,-1086,3,1,1,0,1,0,0,Sales staff,1,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.619734151,0.72383699,0.0722,0,0.9767,0.6804,0.0324,0,0.1379,0.1667,0.2083,0.0247,0.0588,0.0617,0,0,0.0735,0,0.9767,0.6929,0.0327,0,0.1379,0.1667,0.2083,0.0253,0.0643,0.0643,0,0,0.0729,0,0.9767,0.6847,0.0327,0,0.1379,0.1667,0.2083,0.0251,0.0599,0.0628,0,0,reg oper account,block of flats,0.0663,"Stone, brick",No,0,0,0,0,-288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105079,0,Cash loans,F,N,Y,1,315000,1024740,52452,900000,Unaccompanied,Working,Higher education,Married,House / apartment,0.020713,-11262,-238,-1712,-2292,,1,1,0,1,0,0,Realty agents,3,3,1,MONDAY,12,0,0,0,0,0,0,Realtor,,0.13760092,0.549596502,0.1113,0.1091,0.9871,0.8232,0.0251,0.12,0.1034,0.3333,0.0417,0.0517,0.0908,0.1168,0,0,0.1134,0.1132,0.9871,0.8301,0.0253,0.1208,0.1034,0.3333,0.0417,0.0528,0.0992,0.1217,0,0,0.1124,0.1091,0.9871,0.8256,0.0252,0.12,0.1034,0.3333,0.0417,0.0526,0.0923,0.1189,0,0,reg oper account,block of flats,0.1056,Panel,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
105080,0,Cash loans,M,N,Y,0,51750,95940,11515.5,90000,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.0228,-13208,-421,-7315,-4725,,1,1,1,1,0,0,Low-skill Laborers,2,2,2,THURSDAY,7,0,0,0,0,0,0,Government,,0.540379713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,0,-588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105081,1,Cash loans,M,N,Y,0,157500,301464,19395,238500,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.025164,-15143,-1365,-1378,-1413,,1,1,0,1,0,0,Drivers,1,2,2,MONDAY,9,0,0,0,0,0,0,Transport: type 3,,0.435192185,0.279335321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
105082,0,Cash loans,F,Y,Y,0,103500,454500,19386,454500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-21108,365243,-1761,-3709,1,1,0,0,1,0,0,,2,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.858389919,0.528502677,0.520897599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,-1573,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105083,0,Cash loans,F,N,Y,0,180000,675000,41427,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.018209,-20642,365243,-4371,-4190,,1,0,0,1,0,0,,2,3,3,SUNDAY,9,0,0,0,0,0,0,XNA,,0.522384781,0.77008707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105084,0,Cash loans,M,N,Y,0,108859.5,607500,16024.5,607500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.028663,-10299,-1468,-3989,-2975,,1,1,1,1,0,0,Sales staff,1,2,2,MONDAY,15,0,0,0,1,1,0,Trade: type 2,0.282897292,0.46988299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,-195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,
105085,0,Cash loans,F,N,Y,0,135000,254700,14350.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634,-24010,365243,-3084,-4281,,1,0,0,1,0,0,,1,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.768449282,0.6075573,0.0278,0.0447,0.9841,0.7824,0,0,0.1034,0.0833,0.0417,0.0193,0.0227,0.0255,0,0,0.0284,0.0464,0.9841,0.7909,0,0,0.1034,0.0833,0.0417,0.0197,0.0248,0.0266,0,0,0.0281,0.0447,0.9841,0.7853,0,0,0.1034,0.0833,0.0417,0.0196,0.0231,0.026,0,0,not specified,block of flats,0.0297,"Stone, brick",No,0,0,0,0,-1142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105086,0,Cash loans,F,Y,Y,1,135000,592560,32274,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14160,-1160,-8009,-4296,13,1,1,0,1,0,0,Core staff,3,2,2,SATURDAY,15,0,0,0,0,1,1,Restaurant,,0.698968453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105087,0,Revolving loans,F,Y,Y,0,121500,270000,13500,270000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.01885,-17209,-2678,-9459,-742,6,1,1,1,1,0,0,,2,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.667515953,0.608505131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,-610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
105088,0,Cash loans,M,Y,Y,1,81000,63000,6682.5,63000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-9217,-452,-8566,-1883,10,1,1,0,1,0,0,Sales staff,3,2,2,WEDNESDAY,16,0,0,0,0,0,0,Trade: type 2,,0.673439026,0.629674251,0.132,0,0.9881,0.8368,0.0207,0.16,0.1379,0.3333,0.375,0.0459,0.1076,0.1355,0,0.0521,0.1345,0,0.9881,0.8432,0.0209,0.1611,0.1379,0.3333,0.375,0.0469,0.1175,0.1412,0,0.0552,0.1332,0,0.9881,0.839,0.0209,0.16,0.1379,0.3333,0.375,0.0467,0.1095,0.138,0,0.0532,reg oper spec account,block of flats,0.1179,"Stone, brick",No,8,0,7,0,-1133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105089,0,Cash loans,F,N,Y,0,162000,609183,19651.5,508500,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.010147,-22513,-14198,-9005,-4665,,1,1,0,1,0,0,Managers,1,2,2,FRIDAY,10,0,0,0,0,0,0,Medicine,,0.60086307,,0.0639,0.0262,0.9816,,,0.04,0.0345,0.3333,,0.0378,,0.0637,,0.0333,0.0651,0.0272,0.9816,,,0.0403,0.0345,0.3333,,0.0387,,0.0664,,0.0353,0.0645,0.0262,0.9816,,,0.04,0.0345,0.3333,,0.0385,,0.0648,,0.034,,block of flats,0.0503,"Stone, brick",No,0,0,0,0,-438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105090,0,Cash loans,F,Y,Y,1,90000,630000,23274,630000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-13981,-1018,-1196,-4559,2,1,1,0,1,0,0,Sales staff,3,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.457859003,0.443206454,0.468659655,0.1649,0.1837,0.996,0.9456,0.0796,0,0.3103,0.1667,0.2083,0.1609,0.1345,0.1713,0,0,0.1681,0.1906,0.996,0.9477,0.0804,0,0.3103,0.1667,0.2083,0.1646,0.1469,0.1784,0,0,0.1665,0.1837,0.996,0.9463,0.0801,0,0.3103,0.1667,0.2083,0.1637,0.1368,0.1743,0,0,reg oper account,block of flats,0.1782,"Stone, brick",No,5,1,5,0,-370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
105092,0,Revolving loans,F,N,Y,0,72000,225000,11250,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.009657,-15731,-1421,-2578,-2654,,1,1,0,1,1,0,Private service staff,1,2,2,FRIDAY,9,0,0,0,0,0,0,Self-employed,0.695725968,0.534535852,0.133429254,0.1031,0.1116,0.9776,0.694,0,0,0.1724,0.1667,0.2083,0.0475,0.0841,0.061,0,0,0.105,0.1158,0.9777,0.706,0,0,0.1724,0.1667,0.2083,0.0486,0.0918,0.0635,0,0,0.1041,0.1116,0.9776,0.6981,0,0,0.1724,0.1667,0.2083,0.0483,0.0855,0.0621,0,0,org spec account,block of flats,0.0746,Panel,No,0,0,0,0,-487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105093,0,Cash loans,M,Y,Y,0,135000,675000,21775.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-18037,-10005,-4312,-1598,11,1,1,0,1,0,0,,2,3,3,FRIDAY,10,0,1,1,0,1,1,Government,,0.505430297,0.477649155,0.0825,0.0551,0.9786,0.7076,0,0,0.1379,0.1667,0.2083,0.0418,0.0656,0.0558,0.0077,0.0059,0.084,0.0572,0.9786,0.719,0,0,0.1379,0.1667,0.2083,0.0428,0.0716,0.0581,0.0078,0.0063,0.0833,0.0551,0.9786,0.7115,0,0,0.1379,0.1667,0.2083,0.0425,0.0667,0.0568,0.0078,0.0061,reg oper account,block of flats,0.05,"Stone, brick",No,0,0,0,0,-1281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
105094,0,Cash loans,F,Y,N,0,225000,390960,25785,337500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.011703,-9895,-812,-1464,-2506,4,1,1,0,1,0,0,Secretaries,1,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.72223979,0.472253343,0.1227,0.1064,0.9767,0.6804,0.0131,0,0.2069,0.1667,0.0417,0.1049,0.0975,0.1117,0.0116,0.0213,0.125,0.1104,0.9767,0.6929,0.0132,0,0.2069,0.1667,0.0417,0.1073,0.1065,0.1163,0.0117,0.0226,0.1239,0.1064,0.9767,0.6847,0.0132,0,0.2069,0.1667,0.0417,0.1068,0.0992,0.1137,0.0116,0.0218,reg oper account,block of flats,0.0925,Panel,No,1,0,1,0,-197,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105095,0,Cash loans,M,Y,Y,0,202500,610762.5,65907,562500,Family,Working,Secondary / secondary special,Married,House / apartment,0.035792,-14452,-1991,-8120,-5279,12,1,1,0,1,0,1,Laborers,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,,0.675848579,0.771361592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-1870,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
105096,0,Cash loans,M,Y,Y,2,130500,675000,19737,675000,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.010966,-17943,365243,-2398,-1374,4,1,0,0,1,1,0,,4,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.433510547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,7,0,-2565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105097,0,Cash loans,F,N,Y,0,247500,706500,20785.5,706500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,-19634,-2338,-9792,-2456,,1,1,0,1,0,0,Managers,2,1,1,TUESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.871796695,0.707203299,0.477649155,0.1251,0.0952,0.9767,0.6804,0.013,0,0.2069,0.1667,0.2083,0.1177,0.1006,0.1084,0.0064,0.0091,0.1061,0.0745,0.9767,0.6929,0.0106,0,0.1724,0.1667,0.2083,0.0923,0.0918,0.0931,0.0039,0.0069,0.1051,0.0718,0.9767,0.6847,0.0107,0,0.1724,0.1667,0.2083,0.1124,0.0855,0.0912,0.0039,0.0067,reg oper account,block of flats,0.0717,Panel,No,0,0,0,0,-822,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
105098,0,Cash loans,F,Y,Y,0,315000,1493086.5,52029,1363500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00823,-14172,-2131,-14168,-2429,11,1,1,0,1,0,0,Sales staff,2,2,2,THURSDAY,10,0,0,0,0,0,0,Trade: type 7,0.642481394,0.471441138,0.754406173,0.0165,0,0.9776,0.694,0.0017,0,0.069,0.0417,0.0417,0.0112,0.0134,0.0141,0,0,0.0168,0,0.9777,0.706,0.0017,0,0.069,0.0417,0.0417,0.0114,0.0147,0.0147,0,0,0.0167,0,0.9776,0.6981,0.0017,0,0.069,0.0417,0.0417,0.0113,0.0137,0.0143,0,0,reg oper account,block of flats,0.012,"Stone, brick",No,5,0,5,0,-1002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
105099,0,Cash loans,F,Y,Y,0,180000,1335996,44284.5,1093500,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.02461,-13857,-6593,-915,-942,7,1,1,0,1,1,0,Medicine staff,1,2,2,WEDNESDAY,10,0,0,0,0,0,0,Medicine,,0.69325563,0.583237926,0.0536,0.029,0.9831,0.7688,,0.08,0.069,0.3333,0.0417,,0.0437,0.0616,0,0,0.0546,0.03,0.9831,0.7779,,0.0806,0.069,0.3333,0.0417,,0.0478,0.0642,0,0,0.0541,0.029,0.9831,0.7719,,0.08,0.069,0.3333,0.0417,,0.0445,0.0627,0,0,reg oper account,block of flats,0.066,Panel,No,0,0,0,0,-1340,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105100,0,Cash loans,F,N,Y,0,157500,396850.5,19431,279000,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.00702,-16703,-6996,-8284,-256,,1,1,0,1,0,0,Medicine staff,1,2,2,MONDAY,10,0,0,0,0,0,0,Medicine,0.590984202,0.572759937,0.703203305,,,0.9841,,,,0.069,0.1667,,,,,,,,,0.9841,,,,0.069,0.1667,,,,,,,,,0.9841,,,,0.069,0.1667,,,,,,,,block of flats,0.0916,"Stone, brick",No,1,0,1,0,-2389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105102,0,Revolving loans,F,N,Y,0,202500,337500,16875,337500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.072508,-22696,365243,-1947,-4635,,1,0,0,1,1,0,,1,1,1,WEDNESDAY,12,0,0,0,0,0,0,XNA,0.566875019,0.689054616,0.306202298,0.0876,0.0442,0.9771,0.6872,0.0935,0,0.1724,0.1667,0.2083,0.0305,0.0672,0.0643,0.0193,0.0653,0.0893,0.0458,0.9772,0.6994,0.0944,0,0.1724,0.1667,0.2083,0.0312,0.0735,0.067,0.0195,0.0691,0.0885,0.0442,0.9771,0.6914,0.0941,0,0.1724,0.1667,0.2083,0.0311,0.0684,0.0655,0.0194,0.0666,reg oper account,block of flats,0.0648,"Stone, brick",No,1,1,1,1,-1730,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
105104,0,Cash loans,F,Y,N,2,58500,107820,5845.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12934,-2218,-4056,-1627,1,1,1,1,1,0,1,Secretaries,4,2,2,FRIDAY,10,0,0,0,1,1,0,Other,0.222808498,0.431406632,0.180887978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,-1329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
105105,0,Cash loans,F,N,N,0,67500,166500,16348.5,166500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.01452,-24816,365243,-7473,-4427,,1,0,0,1,1,0,,1,2,2,TUESDAY,8,0,0,0,0,0,0,XNA,,0.322141104,0.834784159,,,0.9811,,,,,0.1667,,,,,,,,,0.9811,,,,,0.1667,,,,,,,,,0.9811,,,,,0.1667,,,,,,,,,0.0698,,No,3,0,3,0,-1826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
105106,0,Cash loans,F,Y,Y,0,112500,343800,12478.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-22162,365243,-6485,-4471,11,1,0,0,1,0,0,,2,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.550458456,0.418854289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1,-96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
105107,0,Cash loans,F,N,Y,0,225000,1339884,39307.5,1170000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-12112,-1117,-2031,-2410,,1,1,0,1,0,0,Managers,2,2,2,FRIDAY,13,0,0,0,1,1,0,Business Entity Type 3,,0.447668304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,-196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105108,0,Cash loans,F,N,N,0,202500,1454094,40117.5,1138500,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-22510,365243,-14829,-4837,,1,0,0,1,0,0,,2,2,2,SATURDAY,15,0,0,0,0,0,0,XNA,,0.723894967,0.524496446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,-1332,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105109,0,Cash loans,F,N,Y,0,202500,460858.5,16681.5,324000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018801,-16540,-3038,-861,-71,,1,1,0,1,0,0,,2,2,2,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.671102338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,-1606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
105110,0,Cash loans,F,N,N,0,108000,545040,25537.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.0105,-10175,-2465,-4622,-2839,,1,1,0,1,0,0,Sales staff,1,3,3,FRIDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.249128474,0.571844646,0.680138822,0.0866,0.0974,0.9826,0.762,0.0117,0,0.1931,0.1667,0.0417,0.0748,0.0756,0.0846,0,0,0.063,0.1132,0.9821,0.7648,0.008,0,0.1379,0.1667,0.0417,0.0645,0.0826,0.0633,0,0,0.0937,0.1091,0.9821,0.7585,0.0118,0,0.2069,0.1667,0.0417,0.0761,0.077,0.0925,0,0,reg oper account,block of flats,0.0479,Panel,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105111,0,Cash loans,M,N,N,0,270000,1540305,42484.5,1206000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.072508,-12490,-350,-3477,-4463,,1,1,0,1,0,0,Sales staff,1,1,1,SATURDAY,13,0,0,0,0,0,0,Other,,0.405719085,0.183035167,0.1763,0.0979,0.9846,0.7892,0.0028,0.16,0.1379,0.4167,0.4583,0,0.1429,0.1795,0.0039,0.012,0.084,0.0873,0.9742,0.6602,0,0,0.1379,0.1667,0.2083,0,0.0735,0.0711,0,0,0.178,0.0979,0.9846,0.792,0.0028,0.16,0.1379,0.4167,0.4583,0,0.1454,0.1827,0.0039,0.0123,reg oper account,block of flats,0.237,"Stone, brick",No,1,1,1,1,-450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
105112,0,Cash loans,M,Y,Y,1,225000,526500,22437,526500,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.026392,-10320,-249,-4301,-3002,11,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,14,0,0,0,1,1,0,Business Entity Type 3,,0.665196854,0.062103038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
